id,web_name,full_name,team_id,team_name,position,status,status_description,chance_of_playing_next,news,minutes,starts,goals_scored,assists,yellow_cards,red_cards,influence,creativity,threat,ict_index,current_gameweek
622,Orford,Lewis Orford,19,West Ham,MID,u,Unavailable,0.0,has joined Stevenage on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
623,Potts,Freddie Potts,19,West Ham,MID,a,Available,100.0,,967,10,0,1,1,0,159.0,124.8,35.0,31.9,21
624,Bowen,Jarrod Bowen,19,West Ham,FWD,a,Available,,,1890,21,6,2,2,0,399.2,267.2,566.0,123.1,21
625,Füllkrug,Niclas Füllkrug,19,West Ham,FWD,u,Unavailable,0.0,has joined AC Milan on loan for the rest of the season.,407,5,0,0,0,0,26.0,85.1,130.0,23.8,21
626,Marshall,Callum Marshall,19,West Ham,FWD,u,Unavailable,0.0,has joined VfL Bochum 1848 on loan for the rest of the season.,58,0,0,0,0,0,1.2,0.1,7.0,0.8,21
659,Walker-Peters,Kyle Walker-Peters,19,West Ham,DEF,a,Available,,,952,10,1,0,2,0,202.2,87.9,98.0,38.9,21
671,Wilson,Callum Wilson,19,West Ham,FWD,a,Available,,,803,8,4,2,0,0,178.2,60.5,266.0,49.7,21
679,Hermansen,Mads Hermansen,19,West Ham,GK,a,Available,,,360,4,0,0,0,0,84.8,0.0,0.0,8.5,21
708,M.Fernandes,Mateus Gonçalo Espanha Fernandes,19,West Ham,MID,a,Available,,,1493,18,2,1,2,0,337.2,360.6,69.0,76.8,21
718,S.Magassa,Soungoutou Magassa,19,West Ham,MID,a,Available,,,732,9,1,0,2,0,149.6,66.4,37.0,25.3,21
738,Fabianski,Lukasz Fabianski,19,West Ham,GK,d,Doubtful,25.0,Back injury - 25% chance of playing,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
747,Mayers,Ezra Mayers,19,West Ham,DEF,a,Available,,,112,0,0,0,0,0,21.2,33.8,9.0,6.4,21
752,Golambeckis,Airidas Golambeckis,19,West Ham,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
758,Mohamadou Kanté,Mohamadou Kanté,19,West Ham,MID,a,Available,,,16,0,0,0,0,0,4.4,10.9,4.0,1.7,21
785,Pablo,Pablo Felipe Pereira de Jesus,19,West Ham,FWD,a,Available,,,27,0,0,0,0,0,0.4,12.3,4.0,1.7,21
791,Taty,Valentín Castellanos,19,West Ham,FWD,a,Available,,,90,1,0,0,0,0,5.0,21.9,44.0,7.1,21
627,Johnstone,Sam Johnstone,20,Wolves,GK,a,Available,,,1080,12,0,0,0,0,308.0,0.1,0.0,30.8,21
628,José Sá,José Malheiro de Sá,20,Wolves,GK,a,Available,,,810,9,0,0,1,0,149.2,10.0,0.0,16.1,21
629,Bentley,Daniel Bentley,20,Wolves,GK,a,Available,100.0,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
631,Agbadou,Emmanuel Agbadou,20,Wolves,DEF,a,Available,100.0,,1010,11,0,0,1,1,286.4,65.2,69.0,42.1,21
632,Doherty,Matt Doherty,20,Wolves,DEF,a,Available,100.0,,599,8,0,0,4,0,104.4,50.1,18.0,17.3,21
633,H.Bueno,Hugo Bueno López,20,Wolves,DEF,a,Available,100.0,,1158,12,0,2,1,0,280.0,358.5,106.0,74.7,21
634,Mosquera,Yerson Mosquera Valdelamar,20,Wolves,DEF,a,Available,100.0,,866,10,0,0,6,0,178.6,75.8,88.0,34.2,21
635,R.Gomes,Rodrigo Martins Gomes,20,Wolves,DEF,a,Available,100.0,,331,4,1,0,0,0,60.2,40.4,103.0,20.5,21
636,S.Bueno,Santiago Ignacio Bueno,20,Wolves,DEF,a,Available,100.0,,1024,11,2,1,2,0,285.0,59.8,107.0,45.1,21
637,Toti,Toti Gomes,20,Wolves,DEF,i,Injured,0.0,Hamstring injury - Unknown return date,949,12,0,0,1,1,212.2,77.4,29.0,31.9,21
638,Hoever,Ki-Jana Hoever,20,Wolves,DEF,a,Available,100.0,,423,6,0,0,0,0,101.4,87.8,13.0,20.3,21
639,Meupiyou,Bastien Meupiyou Menadjou,20,Wolves,DEF,u,Unavailable,0.0,On loan to FC Alverca,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
640,Pedro Lima,Pedro Cardoso de Lima,20,Wolves,DEF,a,Available,100.0,,1,0,0,0,0,0,0.2,0.1,0.0,0.0,21
641,Pond,Alfie Pond,20,Wolves,DEF,u,Unavailable,0.0,has joined Crewe Alexandra on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
642,Hee Chan,Hwang Hee-chan,20,Wolves,MID,a,Available,100.0,,879,11,2,1,3,0,117.4,113.8,136.0,36.1,21
643,André,André Trindade da Costa Neto,20,Wolves,MID,a,Available,100.0,,1423,15,0,0,5,0,218.8,190.4,15.0,42.4,21
644,Bellegarde,Jean-Ricner Bellegarde,20,Wolves,MID,i,Injured,0.0,Hamstring injury - Expected back 24 Jan,685,9,1,0,1,0,111.2,91.3,93.0,29.4,21
645,Fer López,Fer López González,20,Wolves,MID,a,Available,100.0,,228,2,0,1,1,0,29.0,61.0,37.0,12.4,21
646,Gomes,João Victor Gomes da Silva,20,Wolves,MID,a,Available,100.0,,1594,18,0,0,6,0,242.8,184.6,101.0,53.2,21
647,Guedes,Gonçalo Manuel Ganchinho Guedes,20,Wolves,MID,u,Unavailable,0.0,Has joined Real Sociedad permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
648,Munetsi,Marshall Munetsi,20,Wolves,MID,d,Doubtful,50.0,Calf injury - 50% chance of playing,872,9,1,2,2,0,163.6,61.8,196.0,42.1,21
649,B.Traore,Boubacar Traoré,20,Wolves,MID,u,Unavailable,0.0,Has joined FC Metz on loan for the rest of the season.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
650,Chirewa,Tawanda Chirewa,20,Wolves,MID,a,Available,100.0,,25,0,0,0,0,0,3.2,0.3,0.0,0.4,21
651,Edozie,Tom Edozie,20,Wolves,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
652,Gonzalez,Enso González Medina,20,Wolves,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
653,Hodge,Joe Hodge,20,Wolves,MID,u,Unavailable,0.0,Signed by CD Tondela,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
654,Strand Larsen,Jørgen Strand Larsen,20,Wolves,FWD,a,Available,100.0,,1309,14,1,1,2,0,121.6,101.3,244.0,46.2,21
655,Fábio Silva,Fábio Soares Silva,20,Wolves,FWD,u,Unavailable,0.0,has joined Borussia Dortmund permanently.,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
656,Kalajdžić,Saša Kalajdžić,20,Wolves,FWD,u,Unavailable,0.0,has joined LASK on loan for the rest of the season.,14,0,0,0,0,0,1.0,4.3,2.0,0.7,21
657,Chiwome,Leon Chiwome,20,Wolves,FWD,i,Injured,0.0,Knee injury - Unknown return date,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
658,Fraser,Nathan Fraser,20,Wolves,FWD,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
663,J.Arias,Jhon Arias,20,Wolves,MID,a,Available,,,1043,13,1,0,1,0,168.4,201.9,146.0,51.5,21
682,Møller Wolfe,David Møller Wolfe,20,Wolves,DEF,a,Available,,,703,8,0,2,1,0,113.4,101.8,44.0,26.1,21
695,Tchatchoua,Jackson Tchatchoua,20,Wolves,DEF,a,Available,,,1101,10,0,0,2,0,188.2,211.5,32.0,43.2,21
709,Krejčí,Ladislav Krejcí,20,Wolves,DEF,a,Available,100.0,,1390,16,2,1,2,0,348.8,111.1,194.0,65.5,21
720,Tolu,Tolu Arokodare,20,Wolves,FWD,a,Available,,,665,7,1,1,1,0,82.4,111.2,210.0,39.8,21
749,Mané,Mateus Mané,20,Wolves,FWD,a,Available,,,446,4,2,2,0,0,136.8,80.1,89.0,30.5,21
766,Olagunju,Saheed Olagunju,20,Wolves,DEF,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
767,Rawlings,Luke Rawlings,20,Wolves,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
777,Ojinnaka,Temple Ojinnaka,20,Wolves,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
778,Sutherland,Ethan Sutherland,20,Wolves,MID,a,Available,,,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21
