id,code,web_name,first_name,second_name,full_name,team_id,team_name,team_short_name,team_strength,position_id,position,status,status_description,chance_of_playing_next,chance_of_playing_this,news,news_added,minutes,starts,expected_starts,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,influence,creativity,threat,ict_index,now_cost,selected_by_percent,in_dreamteam,fetch_date,current_gameweek,games_played,recent_minutes_last_5,recent_games_last_5,avg_minutes_per_game_last_5,times_unavailable_last_10,max_consecutive_unavailable,total_minutes_last_10,games_started_last_10,workload_trend,total_upcoming_fixtures,next_5_fixtures_count,avg_days_between_fixtures,congestion_level,home_fixtures_upcoming,away_fixtures_upcoming
56,491287,Barrenechea,Enzo,Barrenechea,Enzo Barrenechea,2,Aston Villa,AVL,3,3,MID,u,Unavailable,0.0,0.0,Season-long loan to Benfica,2025-07-22T13:50:13.193555Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
57,461421,Dobbin,Lewis,Dobbin,Lewis Dobbin,2,Aston Villa,AVL,3,3,MID,u,Unavailable,0.0,0.0,Has joined Preston North End on loan for the rest of the season.,2025-08-26T13:44:19.058961Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
58,226944,Kamara,Boubacar,Kamara,Boubacar Kamara,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,2025-08-23T22:30:05.846310Z,980,12,0.84,1,3,4,10,0,0,0,0,3,0,262.8,169.7,49.0,48.2,4.9,0.3,False,2025-12-10 15:30:26,15,15,416,5,83.2,0,2,794,9,stable,23,5,12.5,Low,11,12
59,449871,Onana,Amadou,Onana,Amadou Onana,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,2025-11-20T12:00:09.766248Z,664,8,0.58,2,0,3,8,0,0,0,0,2,0,202.6,38.9,61.0,30.2,4.8,0.7,False,2025-12-10 15:30:26,15,15,249,4,49.8,2,4,511,6,stable,23,5,12.5,Low,11,12
60,577731,Broggio,Ben,Broggio,Ben Broggio,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
61,151589,Dendoncker,Leander,Dendoncker,Leander Dendoncker,2,Aston Villa,AVL,3,3,MID,u,Unavailable,0.0,0.0,Has joined Real Oviedo permanently.,2025-08-20T13:31:56.822248Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
62,559962,Jimoh-Aloba,Jamaldeen,Jimoh-Aloba,Jamaldeen Jimoh-Aloba,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
63,537403,Young,Kadan,Young,Kadan Young,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.6,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
64,178301,Watkins,Ollie,Watkins,Ollie Watkins,2,Aston Villa,AVL,3,4,FWD,a,Available,100.0,100.0,,2025-10-13T11:00:08.391124Z,1119,13,5.29,3,0,5,13,0,0,0,0,0,0,163.8,141.3,379.0,68.4,8.5,7.2,False,2025-12-10 15:30:26,15,15,333,5,66.6,0,0,677,8,stable,23,5,12.5,Low,11,12
65,576756,Redmond,Zépiqueno,Redmond,Zépiqueno Redmond,2,Aston Villa,AVL,3,4,FWD,u,Unavailable,0.0,0.0,has joined Huddersfield Town on loan for the rest of the season.,2025-09-02T13:26:36.441136Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
389,444884,Elliott,Harvey,Elliott,Harvey Elliott,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,2025-10-25T23:00:08.101116Z,97,1,0.25,0,0,0,2,0,0,0,0,0,0,8.6,17.8,18.0,4.4,5.2,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,9,45,0,decreasing,23,5,12.5,Low,11,12
456,209243,Sancho,Jadon,Sancho,Jadon Sancho,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,2025-10-01T21:00:06.405442Z,126,0,0.88,0,0,0,0,0,0,0,0,0,0,23.4,65.9,72.0,16.3,5.8,0.2,False,2025-12-10 15:30:26,15,15,58,4,11.6,4,4,118,0,stable,23,5,12.5,Low,11,12
677,485337,Guessand,Evann,Guessand,Evann Guessand,2,Aston Villa,AVL,3,3,MID,d,Doubtful,75.0,100.0,Knock - 75% chance of playing,2025-12-08T10:00:10.056097Z,505,6,1.34,0,2,1,9,0,0,0,0,0,0,75.4,42.3,107.0,22.2,6.2,0.0,False,2025-12-10 15:30:26,15,15,89,2,17.8,3,2,328,3,decreasing,23,5,12.5,Low,11,12
688,481283,Wright,James,Wright,James Wright,2,Aston Villa,AVL,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.6,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,12.5,Low,11,12
701,569577,Rowe,Triston,Rowe,Triston Rowe,2,Aston Villa,AVL,3,2,DEF,u,Unavailable,0.0,0.0,has joined Annecy on loan for the rest of the season.,2025-09-22T21:15:59.825051Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,14,0,0,0.0,10,14,0,0,stable,23,5,12.5,Low,11,12
702,645618,Burrowes,Bradley,Burrowes,Bradley Burrowes,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,,16,0,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0.3,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,14,0,0,0.0,10,12,0,0,stable,23,5,12.5,Low,11,12
703,564505,Proctor,Sam,Proctor,Sam Proctor,2,Aston Villa,AVL,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.3,False,2025-12-10 15:30:26,15,14,0,0,0.0,10,14,0,0,stable,23,5,12.5,Low,11,12
710,534836,Patterson,Travis,Patterson,Travis Patterson,2,Aston Villa,AVL,3,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,False,2025-12-10 15:30:26,15,13,0,0,0.0,10,13,0,0,stable,23,5,12.5,Low,11,12
719,184667,Lindelöf,Victor,Lindelöf,Victor Lindelöf,2,Aston Villa,AVL,3,2,DEF,a,Available,100.0,100.0,,2025-09-18T04:00:08.433120Z,25,0,0.0,0,0,0,0,0,0,0,0,0,0,3.6,0.6,0.0,0.5,4.5,0.0,False,2025-12-10 15:30:26,15,12,4,1,0.8,7,7,18,0,decreasing,23,5,12.5,Low,11,12
754,577285,George Hemmings,George,Hemmings,George Hemmings,2,Aston Villa,AVL,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,4,0,0,0.0,4,4,0,0,insufficient_data,23,5,12.5,Low,11,12
757,516875,Hollingshead,Ronnie,Hollingshead,Ronnie Hollingshead,2,Aston Villa,AVL,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,2,0,0,0.0,2,2,0,0,insufficient_data,23,5,12.5,Low,11,12
183,518030,Weiss,Max,Weiß,Max Weiß,3,Burnley,BUR,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
184,489571,Green,Etienne,Green,Etienne Green,3,Burnley,BUR,3,1,GK,u,Unavailable,0.0,0.0,has joined FC Fredericia permanently.,2025-09-02T12:51:25.510909Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
185,51943,Hladký,Václav,Hladký,Václav Hladký,3,Burnley,BUR,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
186,192290,Roberts,Connor,Roberts,Connor Roberts,3,Burnley,BUR,3,2,DEF,i,Injured,0.0,0.0,Achilles injury - Unknown return date,2025-08-22T12:30:06.986449Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
187,58621,Walker,Kyle,Walker,Kyle Walker,3,Burnley,BUR,3,2,DEF,s,Suspended,0.0,100.0,Suspended until 20 Dec,2025-12-06T20:00:09.097987Z,1350,15,0.64,0,1,2,30,0,0,0,0,5,0,241.4,73.6,16.0,33.2,4.4,1.3,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,10.0,Low,12,11
188,247245,Delcroix,Hannes,Delcroix,Hannes Delcroix,3,Burnley,BUR,3,2,DEF,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,0.3,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
189,461567,Dodgson,Owen,Dodgson,Owen Dodgson,3,Burnley,BUR,3,2,DEF,u,Unavailable,0.0,0.0,Has joined Stockport County on loan for the rest of the season.,2025-08-11T01:08:30.737822Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
190,478969,Ekdal,Hjalmar,Ekdal,Hjalmar Ekdal,3,Burnley,BUR,3,2,DEF,a,Available,100.0,100.0,,,713,8,0.38,0,0,1,15,0,0,0,0,0,0,170.0,27.8,67.0,26.5,4.0,0.9,False,2025-12-10 15:30:26,15,15,180,2,36.0,6,4,271,3,increasing,23,5,10.0,Low,12,11
191,477717,Estève,Maxime,Estève,Maxime Estève,3,Burnley,BUR,3,2,DEF,a,Available,100.0,100.0,,,1342,15,0.57,0,0,2,30,2,0,0,0,0,0,329.2,65.9,44.0,44.1,3.9,11.5,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,10.0,Low,12,11
192,494960,Hartman,Quilindschy,Hartman,Quilindschy Hartman,3,Burnley,BUR,3,2,DEF,a,Available,100.0,100.0,,,1247,14,1.66,0,4,2,25,0,0,0,0,1,0,294.2,226.1,49.0,57.0,4.0,1.0,False,2025-12-10 15:30:26,15,15,350,4,70.0,1,1,797,9,stable,23,5,10.0,Low,12,11
193,461188,Humphreys,Bashir,Humphreys,Bashir Humphreys,3,Burnley,BUR,3,2,DEF,i,Injured,0.0,0.0,Muscle injury - Expected back 03 Jan,2025-12-05T17:00:09.488823Z,2,0,0.0,0,0,0,2,0,0,0,0,0,0,0.2,0.0,0.0,0.0,3.9,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,9,2,0,decreasing,23,5,10.0,Low,12,11
194,241231,Jordan,Jordan,Beyer,Jordan Beyer,3,Burnley,BUR,3,2,DEF,i,Injured,0.0,0.0,Hamstring injury - Unknown return date,2025-08-22T12:30:07.019474Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
195,549329,Lucas Pires,Lucas,Pires Silva,Lucas Pires Silva,3,Burnley,BUR,3,2,DEF,s,Suspended,0.0,100.0,Suspended until 20 Dec,2025-12-06T20:30:09.199109Z,51,1,0.11,0,0,0,3,0,0,0,0,0,1,4.4,21.0,2.0,2.6,3.8,0.2,False,2025-12-10 15:30:26,15,15,51,2,10.2,8,10,51,0,increasing,23,5,10.0,Low,12,11
196,450072,Sambo,Shurandy,Sambo,Shurandy Sambo,3,Burnley,BUR,3,2,DEF,u,Unavailable,0.0,0.0,Has joined Sparta Rotterdam on loan for the rest of the season.,2025-08-19T13:36:42.853472Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
197,519895,Sonne,Oliver,Sonne,Oliver Sonne,3,Burnley,BUR,3,2,DEF,a,Available,100.0,100.0,,,102,1,0.11,0,0,0,4,0,0,0,0,0,0,7.6,16.4,6.0,3.0,3.8,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,12,0,0,stable,23,5,10.0,Low,12,11
198,180804,Tuanzebe,Axel,Tuanzebe,Axel Tuanzebe,3,Burnley,BUR,3,2,DEF,i,Injured,0.0,0.0,Knock - Expected back 13 Dec,2025-12-04T09:51:41.164996Z,630,7,0.03,0,0,1,14,0,0,0,0,1,0,143.6,4.8,0.0,15.0,3.9,1.5,False,2025-12-10 15:30:26,15,15,270,3,54.0,3,6,630,7,stable,23,5,10.0,Low,12,11
199,208912,Worrall,Joe,Worrall,Joe Worrall,3,Burnley,BUR,3,2,DEF,a,Available,100.0,100.0,,,64,0,0.01,0,0,0,2,0,0,0,0,0,0,25.0,0.6,2.0,2.8,3.9,0.2,False,2025-12-10 15:30:26,15,15,45,1,9.0,8,7,46,0,increasing,23,5,10.0,Low,12,11
200,444180,Anthony,Jaidon,Anthony,Jaidon Anthony,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,2025-10-07T11:30:07.662899Z,1033,13,3.73,4,2,3,22,0,0,0,0,3,0,253.2,202.6,239.0,69.4,5.3,3.1,False,2025-12-10 15:30:26,15,15,227,5,45.4,0,0,591,6,decreasing,23,5,10.0,Low,12,11
201,183751,Benson,Manuel,Benson Hedilazio,Manuel Benson Hedilazio,3,Burnley,BUR,3,3,MID,u,Unavailable,0.0,0.0,has joined Swansea City on loan for the rest of the season.,2025-09-22T21:45:34.872207Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
202,179458,Bruun Larsen,Jacob,Bruun Larsen,Jacob Bruun Larsen,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,2025-09-14T22:00:08.065375Z,570,5,1.15,0,1,1,17,0,0,0,0,0,0,77.4,89.4,90.0,25.7,5.3,0.0,False,2025-12-10 15:30:26,15,15,182,5,36.4,0,2,394,2,stable,23,5,10.0,Low,12,11
203,578614,Boateng,Enock,Agyei,Enock Agyei,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.7,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
204,250735,Churlinov,Darko,Churlinov,Darko Churlinov,3,Burnley,BUR,3,3,MID,u,Unavailable,0.0,0.0,has joined Kocaelispor  permanently.,2025-09-02T12:51:25.524903Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
205,172567,Cullen,Josh,Cullen,Josh Cullen,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,1281,15,1.9,2,1,3,25,1,0,0,0,1,0,304.6,172.9,86.0,56.6,5.0,2.1,False,2025-12-10 15:30:26,15,15,430,5,86.0,0,0,859,10,stable,23,5,10.0,Low,12,11
206,174592,Edwards,Marcus,Edwards,Marcus Edwards,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,55,0,0.56,0,0,0,1,0,0,0,0,0,0,10.0,30.3,32.0,7.0,4.7,0.1,False,2025-12-10 15:30:26,15,15,42,3,8.4,6,8,50,0,increasing,23,5,10.0,Low,12,11
207,465527,Hannibal,Hannibal,Mejbri,Hannibal Mejbri,3,Burnley,BUR,3,3,MID,s,Suspended,0.0,0.0,Suspended until 30 Dec,2025-12-06T01:00:07.884430Z,395,4,1.0,0,2,1,10,0,0,0,0,3,0,56.0,105.2,30.0,19.1,4.8,0.1,False,2025-12-10 15:30:26,15,15,127,4,25.4,2,1,151,0,increasing,23,5,10.0,Low,12,11
208,487702,Koleosho,Luca,Koleosho,Luca Koleosho,3,Burnley,BUR,3,3,MID,u,Unavailable,0.0,0.0,Has joined Espanyol on loan for the rest of the season.,2025-08-22T14:15:37.649817Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
209,167887,Laurent,Josh,Laurent,Josh Laurent,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,603,6,0.34,0,0,0,18,0,0,0,0,2,0,81.8,41.9,32.0,15.6,4.8,0.0,False,2025-12-10 15:30:26,15,15,46,3,9.2,2,1,326,3,decreasing,23,5,10.0,Low,12,11
210,469272,Tchaouna,Loum,Tchaouna,Loum Tchaouna,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,629,8,0.74,1,1,2,8,0,0,0,0,1,0,77.4,55.3,72.0,20.5,4.9,0.0,False,2025-12-10 15:30:26,15,15,260,4,52.0,2,1,439,4,increasing,23,5,10.0,Low,12,11
211,447715,A.Ramsey,Aaron,Ramsey,Aaron Ramsey,3,Burnley,BUR,3,3,MID,u,Unavailable,0.0,0.0,has joined Leicester City on loan for the rest of the season.,2025-09-02T12:51:25.540742Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,1.8,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
212,576323,Adewumi,Oluwaseun,Adewumi,Oluwaseun Adewumi,3,Burnley,BUR,3,3,MID,u,Unavailable,0.0,0.0,Has joined Cercle Brugge on loan for the rest of the season.,2025-08-15T12:03:26.649417Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
213,551206,Banel,Jaydon,Banel,Jaydon Banel,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
214,437748,Trésor,Mike,Trésor Ndayishimiye,Mike Trésor Ndayishimiye,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
215,431639,Flemming,Zian,Flemming,Zian Flemming,3,Burnley,BUR,3,4,FWD,a,Available,100.0,100.0,,,566,7,3.19,5,0,1,10,0,0,0,0,2,0,204.6,47.1,184.0,43.1,5.3,0.5,False,2025-12-10 15:30:26,15,15,293,5,58.6,1,2,542,6,stable,23,5,10.0,Low,12,11
216,492831,Amdouni,Zeki,Amdouni,Zeki Amdouni,3,Burnley,BUR,3,4,FWD,i,Injured,0.0,0.0,Knee injury - Unknown return date,2025-08-10T22:00:04.567659Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
217,435973,Foster,Lyle,Foster,Lyle Foster,3,Burnley,BUR,3,4,FWD,a,Available,100.0,100.0,,2025-10-14T13:00:06.552171Z,805,10,1.8,2,1,3,16,0,0,0,0,2,0,124.0,93.4,122.0,33.5,5.0,1.2,False,2025-12-10 15:30:26,15,15,227,4,45.4,3,2,387,4,increasing,23,5,10.0,Low,12,11
218,44699,Barnes,Ashley,Barnes,Ashley Barnes,3,Burnley,BUR,3,4,FWD,a,Available,100.0,100.0,,,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.3,0.0,0.1,4.3,1.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,9,7,7,0,decreasing,23,5,10.0,Low,12,11
219,220598,Obafemi,Michael,Obafemi,Michael Obafemi,3,Burnley,BUR,3,4,FWD,u,Unavailable,0.0,0.0,has joined VfL Bochum  on loan for the rest of the season.,2025-09-02T12:51:25.555230Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,10.0,Low,12,11
470,67089,Dúbravka,Martin,Dúbravka,Martin Dúbravka,3,Burnley,BUR,3,1,GK,a,Available,100.0,100.0,,2025-08-11T10:30:07.723845Z,1350,15,0.03,0,0,2,30,0,0,0,58,0,0,430.4,0.0,0.0,43.2,4.0,33.6,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,10.0,Low,12,11
676,503714,Ugochukwu,Lesley,Ugochukwu,Lesley Ugochukwu,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,2025-09-14T22:00:08.706775Z,798,9,1.1,2,1,2,17,0,0,0,0,0,1,148.8,69.5,107.0,32.3,5.0,0.1,False,2025-12-10 15:30:26,15,15,280,5,56.0,0,1,545,6,stable,23,5,10.0,Low,12,11
680,440323,Broja,Armando,Broja,Armando Broja,3,Burnley,BUR,3,4,FWD,a,Available,100.0,100.0,,2025-11-17T14:00:08.532872Z,196,1,0.71,0,0,0,11,0,0,0,0,0,0,19.6,19.9,60.0,10.2,5.2,0.1,False,2025-12-10 15:30:26,15,15,140,5,28.0,2,3,195,1,increasing,23,5,10.0,Low,12,11
722,216055,Florentino,Florentino Ibrain,Morris Luís,Florentino Ibrain Morris Luís,3,Burnley,BUR,3,3,MID,a,Available,100.0,100.0,,,948,11,0.66,0,1,2,20,0,0,0,0,1,0,207.2,110.8,31.0,35.1,5.0,0.0,False,2025-12-10 15:30:26,15,12,381,5,76.2,0,0,831,10,stable,23,5,10.0,Low,12,11
66,69752,Neto,Norberto,Murara Neto,Norberto Murara Neto,4,Bournemouth,BOU,3,1,GK,u,Unavailable,0.0,0.0,Has joined Botafogo permanently.,2025-08-11T01:25:12.553868Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.8,Low,11,12
67,457569,Petrović,Đorđe,Petrović,Đorđe Petrović,4,Bournemouth,BOU,3,1,GK,a,Available,100.0,100.0,,,1350,15,0.0,0,0,5,24,0,0,0,44,1,0,348.0,0.0,0.0,34.9,4.5,5.5,False,2025-12-10 15:30:26,15,15,450,5,90.0,0,0,900,10,stable,23,5,11.8,Low,11,12
68,444172,Dennis,Will,Dennis,Will Dennis,4,Bournemouth,BOU,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.9,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.8,Low,11,12
69,568791,McKenna,Callan,McKenna,Callan McKenna,4,Bournemouth,BOU,3,1,GK,a,Available,100.0,100.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.8,Low,11,12
70,495145,Paulsen,Alex,Paulsen,Alex Paulsen,4,Bournemouth,BOU,3,1,GK,u,Unavailable,0.0,0.0,Has joined Lechia Gdansk on loan for the rest of the season.,2025-08-27T12:50:21.648936Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.1,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.8,Low,11,12
71,477580,Zabarnyi,Illia,Zabarnyi,Illia Zabarnyi,4,Bournemouth,BOU,3,2,DEF,u,Unavailable,0.0,0.0,Has joined Paris Saint-Germain permanently.,2025-08-12T13:14:36.028170Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.8,Low,11,12
72,221466,Senesi,Marcos,Senesi Barón,Marcos Senesi Barón,4,Bournemouth,BOU,3,2,DEF,d,Doubtful,75.0,100.0,Thigh injury - 75% chance of playing,2025-12-06T22:00:07.547408Z,1218,14,2.45,0,3,5,23,0,0,0,0,5,0,453.2,194.7,39.0,68.7,5.0,18.2,False,2025-12-10 15:30:26,15,15,331,4,66.2,1,1,768,9,stable,23,5,11.8,Low,11,12
73,54469,Smith,Adam,Smith,Adam Smith,4,Bournemouth,BOU,3,2,DEF,a,Available,100.0,100.0,,2025-08-31T01:00:07.918421Z,386,6,0.1,0,0,2,6,0,0,0,0,0,0,31.4,17.2,10.0,5.8,4.4,0.2,False,2025-12-10 15:30:26,15,15,182,4,36.4,6,7,182,2,increasing,23,5,11.8,Low,11,12
74,494521,Truffert,Adrien,Truffert,Adrien Truffert,4,Bournemouth,BOU,3,2,DEF,a,Available,100.0,100.0,,,1322,15,1.22,0,1,5,22,0,0,0,0,3,0,314.6,266.8,71.0,65.2,4.5,2.2,False,2025-12-10 15:30:26,15,15,422,5,84.4,0,0,872,10,stable,23,5,11.8,Low,11,12
75,541462,Akinmboni,Matai,Akinmboni,Matai Akinmboni,4,Bournemouth,BOU,3,2,DEF,d,Doubtful,25.0,25.0,Muscle injury - 25% chance of playing,2025-11-07T15:00:08.469996Z,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,False,2025-12-10 15:30:26,15,15,0,0,0.0,10,15,0,0,stable,23,5,11.8,Low,11,12
